review_id,listing_id,date,reviewer_name,comments,listing_name,neighbourhood,borough,room_type,nightly_price,review_scores_rating
67930175,2432545,2016-04-01,Erwan,Thank you very much to Nicole and Darwin. They are really welcoming and thoughtful. I spent a really nice stay. I hope to come back soon!,Your own apartment in Bushwick,Bushwick,Brooklyn,Entire home/apt,,4.26
69128675,449660,2016-04-09,Andrew,Liz was friendly and helpful. She is artist and the room was clean and comfortable and the location was great for me. I hope I can still live in here next times.,Art & Music Salon,Windsor Terrace,Brooklyn,Private room,$79.64,4.85
69522075,6571441,2016-04-11,Michael,I corresponded with Drew via email and texts and he was pleasant and very helpful.  I made final arrangements to pick up the keys from his roommate Bobby who was very accommodating.  The room was exactly as shown in the pictures and described.  I found the neighborhood to be quiet and very convenient to the places I needed to go.  It is also a very short walk to the subways.  My stay was pleasant and would return again.   ,Brooklyn Brownstone Master Bedroom,Bedford-Stuyvesant,Brooklyn,Private room,,4.27
69494675,7692870,2016-04-11,Julia,I visited NYC to see friends and explore and David and Janet were warm and welcoming and we shared some lovely conversations. This was a lovely visit and wonderful home to stay in.  I will definitely be back!,Privacy in Unique  Shipping Container Home,Williamsburg,Brooklyn,Private room,$117.73,4.92
69485958,6079079,2016-04-11,Eymard,Sharon and Erik are a very good host. Very helpful and very pleasant to talk to. Enjoyed staying in their house and will do it again next year.,4 BEDROOMS  HOUSE STEPS TO ST JOHNS UNIVERSITY,Jamaica Estates,Queens,Entire home/apt,$189.07,4.42
69805761,689329,2016-04-13,Hock,I enjoyed my stay in this accommodation. It is located near the metro station so i can easily walked to the metro and head towards manhattan. The room is clean and as it looks in the picture. Biren is also very friendly and helpful in explaining the direction and the places that i could visit and provided a lots of visitor guide and nice little customized map. Highly recommended.,Cozy 15 mins Manhattan& 10 Mins LGA,East Elmhurst,Queens,Private room,,4.88
69739891,2686412,2016-04-13,Neil,"Julie was a very warm and accommodating host, and went above and beyond many ways to make me feel welcome - thank you!<br/><br/>The listing and photos are completely accurate.<br/>The neighbourhood is good and safe, and the apartment is literally 1 minute walk from a subway stop going straight into Manhattan. Anything you need, however, is on your doorstep - local delis, cafes, grocery shops, bus stops etc.<br/>The bed is very comfortable, and the apartment is quiet and warm, so all in all it makes for a a great base from which to explore the city.<br/><br/>Next time I'm back in NYC I'll certainly consider staying here again. Top marks!",Clinton Hill BdRm in Artists' Home,Clinton Hill,Brooklyn,Private room,$109.60,4.84
69836499,4152752,2016-04-14,Brian,"Niko's is an amazing host and the accommodations are outstanding! The room is cozy, incredibly, comfortable, and private. I was very impressed with how much effort Niko put into making the room welcoming for a guest. He is incredibly kind and easy to have a conversation with. I would recommend his place to anyone! ",Location is Everything!,Hell's Kitchen,Manhattan,Private room,$361.00,4.87
69936404,4455301,2016-04-14,Annette & Michael,Jan was flexible and welcoming as we arrived late in the evening. She provided some complimentary refreshments and the room was cozy and warm. It had everything that we needed to make it a comfortable stay. Thank you Jan.,Pretty and Private in Clinton Hill,Clinton Hill,Brooklyn,Entire home/apt,$93.29,4.94
70043331,1669149,2016-04-15,Julio,"Apartamento ideal tanto por su ubicación, como por las comodidades que ofrecía. Hemos sido 3 y no hemos echado nada en falta durante nuestra semana de vacaciones.<br/>El anfitrión, Carlos, estuvo en todo momento pendiente de cualquier cosa que necesitáramos.<br/>Las camas ideales...",Beautiful Modern Midtown Apartment,Hell's Kitchen,Manhattan,Entire home/apt,$280.23,4.81
70440094,270345,2016-04-17,Jon,The location is perfect and Cameron couldn't have been a better host.  We booked at the last moment (2 days before travel) and he responded quickly and the communication leading up to and throughout the visit was great.  Getting keys was easy as Cameron met us at the apartment after our red-eye flight.  The apartment is very comfortable although we didn't spend much time there.  We would stay there again and recommend to others.,Classic East Village Studio (great location),East Village,Manhattan,Entire home/apt,$238.20,4.8
70592392,1023529,2016-04-18,Jack,"Sarah was easy to communicate with and friendly to chat with. The room had everything one needs for a comfortable stay (WIFI, towel, clean sheets) and is very close to the subway. I stayed here for a conference at Columbia and found it ideal! ",Convenient and private,Harlem,Manhattan,Private room,$58.63,4.73
70778608,8398955,2016-04-20,Fran,"Laura was great and very accommodating. The place was clean, comfortable and quiet. It was good having a separate entrance as I was a able to leave without having to disturb anyone. Although  it was shared space, I did have it to myself. Bathroom was nearby and there was a separate kitchen. I would stay here again.",LaGuardia Room(2) with Private Entrance,East Elmhurst,Queens,Private room,,4.57
70750021,4297952,2016-04-20,Kayleigh,"We had the most amazing time at Jim's apartment, he was super easy to communicate with leading up to our arrival and super chilled!<br/>The apartment itself is perfect! Great location, walking distance to almost all of the NYC touristy attractions and a great little pizza place right around the corner ( NY Pizza Suprema......pizza will never be the same again) The apartment is bright and breezy on warm afternoons with a wonderfully comfy bed.<br/>I have absolutely nothing negative to say about Jim or his place, would definitely recommend it to anyone visiting and will absolutely be back again :)<br/> ",Charming Chelsea 1 bedroom,Chelsea,Manhattan,Entire home/apt,$154.73,4.88
71131385,552519,2016-04-23,Jory,"Maurice was very accommodating from the start. Very welcoming and accepting of me and my guests. I definitely would book again if the situation called for it. If you're looking for someone who's going to be attentive to the needs of a guest, look no further. ",Brooklyn Amazing 2bedrm Luxury Apt,Crown Heights,Brooklyn,Entire home/apt,$137.30,4.72
71306987,7686940,2016-04-24,Petr,"Jurmain apartment was big and clean, bad was comfortable.<br/>Also bathroom was claen and nice.<br/>Surroundings is safety.<br/>There is a subway nearby (5 minutes by walk).<br/>Jurmain and his family were very friendly and kind, there was no problem.<br/>Thank you for spending a great time in NY.",The Wielingen,Longwood,Bronx,Private room,,4.55
71558319,4782799,2016-04-26,Ludmila,"Thank u Megan fot her flat. Its great location, flat is clean and large. We have everything what we need except hair dryer.",Spacious Studio- Midtown Manhattan!,Midtown,Manhattan,Entire home/apt,,4.71
71640182,7254973,2016-04-27,Shana,This loft was in a great location - a cute neighborhood within a very easy walking distance to multiple metro stations and local restaurants/markets. It was also very roomy (much larger than other places I've stayed in big cities) and had big beautiful windows that made everything feel bright and airy. We had a great experience and would for sure book Patty's space again if we are ever back in DUMBO.,BROOKLYN Downtown/Dumbo Loft for 6,Downtown Brooklyn,Brooklyn,Entire home/apt,,4.73
71724932,825193,2016-04-28,Maria,"The apartment was exactly like in the pictures. It is in an extremely good location near by everything in Park Slope and well connected by pretty much all the Subway you need to go to Manhattan, Queens or other areas in Brooklyn. The bed is really comfy and the balcony, that is gorgeous in Spring. Jon is extremely friendly and warm and he welcomed us with a complimentary bottle of wine, breakfast and kind note. We would recommend the apartment and hope we can come back soon!",Park Slope Apartment,Park Slope,Brooklyn,Entire home/apt,,4.88
72053626,2653186,2016-04-30,Solenn,"We stayed for a week at Izumi's place and enjoyed the good location and the practicalities of her apartment!<br/>Izumi is very nice and was always helpful during our first stay in NY!","Bright, spacious 1BR in UES",Upper East Side,Manhattan,Entire home/apt,,4.69
72368286,1392079,2016-05-02,Laura,"Jill and Carl are perfect hosts! Not only do they provide a thorough pamphlet about the house and the area, they also leave some breakfast supplies in the fridge, which we were thankful for every morning. The ground floor apartment is spacious and clean, a perfect home base when visiting New York. Subway stations and bus stops are nearby and easy to use. Manhattan and all it's sights are just a train ride away.<br/>The neighborhood itself is beautiful  and worth exploring. We tried several Crown Heights restaurants and coffee shops -- not a single one disappointed. North Brooklyn is easily accessible as well, with its offerings of shops and restaurants.<br/>We highly recommend this space and would love to visit again in the future!",Brownstone ground floor Apartment.,Crown Heights,Brooklyn,Entire home/apt,$129.98,4.73
